gene_name	cisbp_motif_id	var_explained	beta	padj	activ_or_repr
ONECUT3	M05972_1	1.4263780514500723e-06	-0.006125122319316309	1.0	repressing
ONECUT3	M09023_1	6.077955748695629e-07	-0.015414762010328893	1.0	repressing
OSR1	M09025_1	2.709276620271872e-06	-0.01270188587839815	1.0	repressing
OSR2	M09027_1	2.69595979340842e-06	-0.01252267434403812	1.0	repressing
OTP	M01344_1	6.124868775492232e-07	-0.006452147609449089	1.0	repressing
OTX1	M05974_1	2.2251721299992866e-06	-0.013347389861548566	1.0	repressing
OTX2	M05976_1	8.379926339507904e-07	-0.007856722221832731	1.0	repressing
OVOL1	M09035_1	7.728212702007298e-07	-0.015870108617750248	1.0	repressing
OVOL2	M09037_1	4.874278147770639e-07	-0.013801211693243606	1.0	repressing
OVOL2	M09039_1	6.467510826890788e-07	-0.01364286352752469	1.0	repressing
PATZ1	M10432_1	3.059040128727819e-05	-0.021539744072384296	1.0	repressing
PATZ1	M04345_1	2.0616087694880214e-05	-0.019951166143470055	1.0	repressing
PAX1	M05977_1	1.949576435844591e-06	-0.015094434281325057	1.0	repressing
PAX1	M09041_1	3.4988601077534653e-06	-0.018411232267008706	1.0	repressing
PAX2	M05978_1	3.0043578705951646e-06	-0.01704173571388345	1.0	repressing
PAX2	M09043_1	7.923153139355321e-06	-0.020688589759323056	1.0	repressing
PAX3	M07571_1	4.375417381741187e-07	-0.0061882307453387875	1.0	repressing
PAX4	M05980_1	3.470944385242092e-07	-0.006193483041779769	1.0	repressing
PAX5	M05982_1	2.9521092154149997e-06	-0.017688053424192718	1.0	repressing
PAX6	M09045_1	9.62781401614432e-06	-0.01949171413705288	1.0	repressing
PAX7	M05984_1	3.2570315755542367e-07	-0.005300786742558672	1.0	repressing
PAX8	M09049_1	5.974454710844235e-06	-0.019573008850083794	1.0	repressing
PAX9	M09051_1	3.500378999099496e-06	-0.017122929672107063	1.0	repressing
PAX9	M05986_1	3.100609384132369e-06	-0.015231145748935035	1.0	repressing
PBX1	M09053_1	2.066275537226936e-06	-0.010222953786899356	1.0	repressing
PBX1	M09055_1	1.9221656055723457e-06	-0.009764067437635011	1.0	repressing
PBX2	M06714_1	1.07654975267657e-06	-0.007288221876872154	1.0	repressing
PBX2	M06714_1	1.07654975267657e-06	-0.007288221876872154	1.0	repressing
PBX3	M06715_1	2.2872210970747986e-06	-0.010836052202030178	1.0	repressing
PBX4	M01230_1	1.2997869308639665e-06	-0.010237883564620154	1.0	repressing
PDX1	M05988_1	4.2360339813640735e-07	-0.0061382711189188035	1.0	repressing
PGR	M07575_1	1.441492891940399e-06	-0.01253313562751662	1.0	repressing
PHOX2A	M09058_1	4.1730400357486985e-07	-0.006903852702068324	1.0	repressing
PHOX2A	M05989_1	4.898074872361491e-07	-0.0046314826332306165	1.0	repressing
PHOX2B	M05991_1	5.034925308899929e-07	-0.004649120390465243	1.0	repressing
PITX1	M05994_1	2.9256456333115466e-06	-0.009615924802674335	1.0	repressing
PITX2	M09068_1	0.0010200859104811943	0.11529009729083013	0.028778273996641048	activating
PITX2	M09070_1	0.0009116443746015612	0.10425746447376678	0.0470315011819562	activating
PITX3	M09072_1	0.0009116443746015612	0.10425746447376678	0.0470315011819562	activating
PITX3	M05995_1	2.044214358121188e-06	-0.009569513033089803	1.0	repressing
PKNOX1	M09076_1	2.1798161999875276e-06	-0.012280417103853579	1.0	repressing
PKNOX2	M05997_1	0.0029104270319161296	0.28031878416066486	6.5983034977359135e-06	activating
PKNOX2	M09078_1	2.946359919153707e-06	-0.014323599711428346	1.0	repressing
PLAG1	M02715_1	0.0013241664656670205	0.14005721866362333	0.006789588582156558	activating
PLAGL1	M06723_1	1.6205910355227005e-05	-0.021039880665817703	1.0	repressing
PLAGL2	M00564_1	0.0	0.0	1.0	
POU1F1	M05999_1	1.0381518988911154e-06	-0.005452795223368365	1.0	repressing
POU2AF1	M04488_1	0.0	0.0	1.0	
POU2F1	M06001_1	6.050696029769043e-07	-0.005413623878408188	1.0	repressing
POU2F2	M06003_1	5.898279650251581e-07	-0.005159465012860695	1.0	repressing
POU2F3	M06004_1	8.397900498335886e-07	-0.005595426814332782	1.0	repressing
POU3F1	M06006_1	8.525226279365583e-07	-0.004976384984098179	1.0	repressing
POU3F2	M06009_1	8.709866528011645e-07	-0.005255396145856009	1.0	repressing
POU3F3	M06012_1	6.35482614308458e-07	-0.004606180881031469	1.0	repressing
POU3F4	M06014_1	6.859996344310559e-07	-0.005020708634319385	1.0	repressing
POU4F1	M09911_1	1.8365286902355393e-07	-0.003586504940660565	1.0	repressing
POU4F2	M06016_1	1.1093179842491807e-06	-0.005937360582743166	1.0	repressing
POU4F2	M06017_1	1.0967746228995878e-06	-0.005910966844333477	1.0	repressing
POU4F3	M09918_1	2.866006814095101e-07	-0.003566821861908198	1.0	repressing
POU5F1	M10279_1	7.836830393515015e-07	-0.004997132742433087	1.0	repressing
POU5F1	M10279_1	7.836830393515015e-07	-0.004997132742433087	1.0	repressing
POU5F1	M09082_1	1.0545490650715195e-06	-0.005963475069216595	1.0	repressing
POU5F1	M09082_1	1.0545490650715195e-06	-0.005963475069216595	1.0	repressing
POU5F1B	M06019_1	8.397900498335886e-07	-0.005595426814332782	1.0	repressing
POU5F1B	M06020_1	6.117124546900499e-07	-0.005237246683030012	1.0	repressing
POU6F1	M10220_1	8.869465742966653e-07	-0.006889754771269014	1.0	repressing
POU6F2	M06021_1	1.227593757091583e-06	-0.007276822298035972	1.0	repressing
PPARA	M06731_1	3.938938962999572e-06	-0.013409613572311884	1.0	repressing
PPARD	M09922_1	6.220197596773502e-06	-0.01575206875356368	1.0	repressing
PPARD	M09921_1	3.0720127326411273e-06	-0.010964225571979192	1.0	repressing
PPARG	M10282_1	0.0	0.0	1.0	
PRDM1	M06024_1	3.6700569638892233e-06	-0.009492042115974578	1.0	repressing
PRDM12	M04607_1	0.0	0.0	1.0	
PRDM14	M06945_1	2.148748239561016e-06	-0.011281802007515277	1.0	repressing
PRDM15	M04608_1	0.0	0.0	1.0	
PRDM16	M02602_1	1.6543664302925976e-06	-0.007059619468285964	1.0	repressing
PRDM4	M06025_1	3.748305582806921e-06	-0.011747782952077042	1.0	repressing
PRDM4	M09085_1	3.6195073253031396e-06	-0.01276253337413728	1.0	repressing
PRDM6	M10436_1	1.4624327038248452e-05	-0.009593356247002787	1.0	repressing
PRDM9	PRDM9	0.0005978885833642922	0.07398640806441896	0.23790302718009812	activating
PROP1	M06027_1	5.835756599070763e-07	-0.004836029639523579	1.0	repressing
PROX1	M09088_1	3.3551704028411677e-06	-0.017706199017332454	1.0	repressing
PROX1	M06028_1	2.016171135599265e-06	-0.013426258693808006	1.0	repressing
PROX2	M09088_1	3.3551704028411677e-06	-0.017706199017332454	1.0	repressing
PRRX1	M06029_1	7.816626066414756e-07	-0.0069644874368318165	1.0	repressing
PRRX2	M09090_1	5.95428210625748e-07	-0.0059432608704308686	1.0	repressing
PTF1A	M09091_1	4.219356085854997e-06	-0.013042578769439999	1.0	repressing
PURA	M06743_1	5.863490691571105e-05	-0.02490748210986055	1.0	repressing
PURA	M04618_1	0.0	0.0	1.0	
RARA	M10176_1	0.00171574817497544	0.17385924236285358	0.0012941737957086119	activating
RARB	M10181_1	0.0016180206670036723	0.16431798862514363	0.0020521914976871377	activating
RARG	M01985_1	4.3920015897480624e-06	-0.01474762516307259	1.0	repressing
RAX	M09095_1	5.967875364998321e-07	-0.0059328126139843885	1.0	repressing
RAX	M06046_1	8.993865807660484e-07	-0.0071498518330266395	1.0	repressing
RAX2	M06047_1	7.816626066414756e-07	-0.0069644874368318165	1.0	repressing
RBAK	RBAK	1.7350644828550976e-05	-0.016376895726707207	1.0	repressing
RBPJ	M00862_1	6.1385974661209985e-06	-0.013146816387561185	1.0	repressing
RBPJL	M07039_1	6.917032992048711e-06	-0.0129069827916341	1.0	repressing
REL	M02665_1	5.326943113392879e-06	-0.014836584802088831	1.0	repressing
RELA	M05337_1	6.8928810302848476e-06	-0.014427817143763812	1.0	repressing
RELB	M04634_1	0.0	0.0	1.0	
RELB	M06749_1	7.069705461715259e-06	-0.01582211578662042	1.0	repressing
REST	M02696_1	9.857447546002263e-06	-0.017106093564108804	1.0	repressing
RFX1	M09096_1	9.778841206786737e-07	-0.01115061039473795	1.0	repressing
RFX2	M06048_1	1.0030903897506604e-06	-0.010395752877610638	1.0	repressing
RFX3	M06050_1	1.338058785660401e-06	-0.011817732784720779	1.0	repressing
RFX4	M06052_1	2.4248252019631877e-06	-0.013770569984693358	1.0	repressing
RFX5	M06055_1	1.101129061598094e-06	-0.009744149482952965	1.0	repressing
RFX6	M02098_1	8.310119268606364e-06	-0.01389206160624729	1.0	repressing
RFX7	M09102_1	1.779086750919312e-06	-0.01321652878632505	1.0	repressing
RHOXF1	M06060_1	3.739293788829201e-06	-0.01212080064576125	1.0	repressing
RHOXF2	M09106_1	0.000997298552320447	0.11275016536053757	0.03167071042877706	activating
RHOXF2B	M09106_1	0.000997298552320447	0.11275016536053757	0.03167071042877706	activating
RORA	M06061_1	3.8695103552477406e-06	-0.012598039320368315	1.0	repressing
RORA	M06062_1	0.003351579716149744	0.322120758474948	1.3196762435373648e-06	activating
RORB	M10286_1	2.2781779879244013e-06	-0.009482221112101223	1.0	repressing
RORC	M10287_1	1.6850788647770898e-06	-0.008696173129910445	1.0	repressing
RREB1	M02642_1	1.5378224294759768e-05	-0.014003854362640015	1.0	repressing
RUNX1	M03672_1	0.0	0.0	1.0	
RUNX2	M09108_1	4.180478018422917e-06	-0.013373851275778545	1.0	repressing
RUNX3	M06067_1	1.5830966312302408e-06	-0.009184712366264523	1.0	repressing
RXRA	M06070_1	3.7561159146326517e-06	-0.011921379971614363	1.0	repressing
RXRB	M09959_1	3.301329488336613e-06	-0.010924041257209792	1.0	repressing
RXRB	M09959_1	3.301329488336613e-06	-0.010924041257209792	1.0	repressing
RXRG	M06075_1	3.0217870744531083e-06	-0.011081330843345876	1.0	repressing
SALL1	M04672_1	0.0	0.0	1.0	
SALL2	M04674_1	0.0	0.0	1.0	
SALL4	M03891_1	0.0	0.0	1.0	
SATB1	M04678_1	0.0	0.0	1.0	
SATB1	M04677_1	0.0	0.0	1.0	
SATB2	M04678_1	0.0	0.0	1.0	
SATB2	M04677_1	0.0	0.0	1.0	
SCRT1	M09114_1	4.629921684151661e-06	-0.011812265200745133	1.0	repressing
SCRT2	M09116_1	3.120416100621526e-06	-0.01096487278234088	1.0	repressing
SCRT2	M06080_1	3.1174490320307058e-06	-0.011259975608413913	1.0	repressing
SCX	M00242_1	1.0152554863473995e-06	-0.009654158940302639	1.0	repressing
SEBOX	M01308_1	6.851623548520536e-07	-0.005754310218116355	1.0	repressing
SETDB1	M04679_1	0.0	0.0	1.0	
SHOX	M01294_1	7.816626066414756e-07	-0.0069644874368318165	1.0	repressing
SHOX2	M06082_1	7.816626066414756e-07	-0.0069644874368318165	1.0	repressing
SIM1	M04175_1	0.0	0.0	1.0	
SIM2	M04175_1	0.0	0.0	1.0	
SIX1	M09119_1	5.224409622694992e-07	-0.013482568923003386	1.0	repressing
SIX1	M09121_1	1.008156692017259e-06	-0.014791743142333908	1.0	repressing
SIX2	M09125_1	1.0226461223394878e-06	-0.01542069009815553	1.0	repressing
SIX2	M09123_1	8.695478330711381e-07	-0.015146168852938284	1.0	repressing
SIX3	M09127_1	1.0220773338787126e-06	-0.013238129313207291	1.0	repressing
SIX4	M09129_1	1.164281915766452e-06	-0.01451825388253468	1.0	repressing
SIX5	M05532_1	4.2225976008003485e-06	-0.012159105063349312	1.0	repressing
SIX6	M09131_1	4.938929654141333e-07	-0.011256678563244304	1.0	repressing
SKOR1	M09133_1	4.2693148982753115e-07	-0.005274423622224542	1.0	repressing
SKOR2	M09135_1	3.6579397211244924e-07	-0.004931549669992372	1.0	repressing
SMAD1	M06764_1	1.4016000552952157e-05	-0.016215978891298007	1.0	repressing
SMAD3	M06083_1	1.194354746880677e-06	-0.013015287084175726	1.0	repressing
SMAD4	M10290_1	2.2312213635578004e-06	-0.013010234384601787	1.0	repressing
SMAD5	M09137_1	1.2671616750337122e-06	-0.012947110519572924	1.0	repressing
SMAD9	M04716_1	0.0	0.0	1.0	
SNAI1	M09141_1	0.001554344036666655	0.15743122523121325	0.0024190891931963336	activating
SNAI1	M09139_1	0.0015755325610788962	0.15956993631146163	0.0022890567668047623	activating
SNAI2	M09145_1	0.0015713325218427165	0.15896496743584662	0.0022890567668047623	activating
SNAI3	M09147_1	0.001553911682562359	0.15736207428294582	0.0024190891931963336	activating
SOHLH2	M00218_1	0.0	0.0	1.0	
SOHLH2	M09149_1	3.4196307365785827e-06	-0.02017983369211505	1.0	repressing
SOX1	M02182_1	1.47734499622576e-06	-0.008094934947014508	1.0	repressing
SOX10	M10292_1	2.3112955557236248e-06	-0.008202779075369454	1.0	repressing
SOX11	M02178_1	1.5184100904397368e-06	-0.008031647815215398	1.0	repressing
SOX12	M09155_1	1.070680463954865e-06	-0.01020026831573836	1.0	repressing
SOX13	M02180_1	9.955133969397068e-07	-0.005893883610053779	1.0	repressing
SOX14	M09157_1	2.8137423507823556e-06	-0.01071824390781569	1.0	repressing
SOX15	M06094_1	1.0350912539314194e-06	-0.006319862781386033	1.0	repressing
SOX17	M10294_1	1.8407918781493393e-06	-0.007871658848888742	1.0	repressing
SOX18	M06097_1	7.060483633303249e-07	-0.005568821088304876	1.0	repressing
SOX2	M06107_1	9.126540654325055e-07	-0.0062718381830363075	1.0	repressing
SOX21	M06102_1	1.0471174265447303e-06	-0.006450251814273389	1.0	repressing
SOX3	M09163_1	2.311463980109174e-06	-0.01092113909340026	1.0	repressing
SOX30	M09165_1	1.5637598365092487e-06	-0.008034486511442977	1.0	repressing
SOX4	M02155_1	3.436731430217499e-06	-0.009727218093483928	1.0	repressing
SOX5	M10296_1	9.955462880739674e-07	-0.005945160939364997	1.0	repressing
SOX6	M10297_1	1.3315123409407548e-06	-0.006796017224983688	1.0	repressing
SOX7	M06111_1	7.619389806867716e-07	-0.00522148401966757	1.0	repressing
SOX8	M06116_1	9.772707258992597e-07	-0.006209790534080632	1.0	repressing
SOX9	M06121_1	1.550379725490103e-06	-0.007646858865559791	1.0	repressing
SP1	M09177_1	2.4434466583067582e-05	-0.023947436314395245	1.0	repressing
SP1	M06128_1	0.0014052308113055023	0.14918774550601294	0.0046613130175426455	activating
SP2	M09179_1	2.142173022667837e-05	-0.020930970110104398	1.0	repressing
SP2	M10360_1	2.2407056293305416e-05	-0.02198337803929681	1.0	repressing
SP3	M09181_1	3.168605843295591e-05	-0.023755692254670953	1.0	repressing
SP3	M06129_1	3.01722885410749e-05	-0.02276203232488906	1.0	repressing
SP4	M06130_1	2.5165040034136332e-05	-0.024768630351041987	1.0	repressing
SP5	M04763_1	0.0	0.0	1.0	
SP6	M07528_1	1.8773989604259356e-05	-0.02090253201742233	1.0	repressing
SP7	M04506_1	0.0	0.0	1.0	
SP8	M09183_1	2.8677289056422417e-05	-0.024059211165687242	1.0	repressing
SP8	M06131_1	0.0015929440690182206	0.1660510622060621	0.002202608890832473	activating
SP9	M09185_1	0.0015736815063768228	0.16649029793272152	0.0022890567668047623	activating
SPDEF	M06135_1	1.5934083684721045e-06	-0.015039482084041798	1.0	repressing
SPI1	M06138_1	3.0898174514515375e-06	-0.00877670624240382	1.0	repressing
SPIB	M09193_1	3.5592107194837297e-06	-0.010666596513287942	1.0	repressing
SPIB	M09193_1	3.5592107194837297e-06	-0.010666596513287942	1.0	repressing
SPIC	M06140_1	3.5257327191118293e-06	-0.009273491431356721	1.0	repressing
SPZ1	M04770_1	1.6410325446192253e-05	-0.01887329418171556	1.0	repressing
SPZ1	M06787_1	4.381386461749237e-06	-0.018238910082213983	1.0	repressing
SREBF1	M09970_1	1.649956667626462e-06	-0.019166935792846812	1.0	repressing
SREBF1	M09969_1	1.3771930284955936e-05	-0.017473684633164763	1.0	repressing
SREBF2	M06141_1	4.681689507179954e-06	-0.01610271434177412	1.0	repressing
SRF	M06142_1	1.1441492481223392e-06	-0.00980532767609395	1.0	repressing
SRY	M06144_1	6.598841741922712e-07	-0.0050105312175733625	1.0	repressing
ST18	M00842_1	1.3711480151279432e-06	-0.007543739054293832	1.0	repressing
STAT1	M06794_1	2.1974437880434294e-06	-0.009127130336493861	1.0	repressing
STAT2	M06795_1	4.312415996965413e-06	-0.007818611202231126	1.0	repressing
STAT2	M05474_1	3.4230113618027858e-06	-0.007217166297295059	1.0	repressing
STAT3	M05480_1	3.3635020342259736e-06	-0.01075020931792896	1.0	repressing
STAT4	M06797_1	1.7682873272306665e-06	-0.007274774120064515	1.0	repressing
STAT5A	M06792_1	1.5858167018434344e-06	-0.008139182870242139	1.0	repressing
STAT5B	M06793_1	1.1362571414874623e-06	-0.00707435990242985	1.0	repressing
STAT5B	M04818_1	9.463075212323702e-07	-0.007629102613358607	1.0	repressing
STAT6	M06798_1	1.361081140682785e-06	-0.0073984447657732405	1.0	repressing
T	M09977_1	0.0056477439288613596	0.5336236833062844	1.685409328342544e-10	activating
T	M09978_1	1.3734591839398291e-06	-0.010698390905890701	1.0	repressing
TAL1	M04835_1	0.0	0.0	1.0	
TAL2	M04835_1	0.0	0.0	1.0	
TBP	M02225_1	0.0	0.0	1.0	
TBPL2	M02225_1	0.0	0.0	1.0	
TBR1	M06148_1	0.0032373128345180024	0.3099026818252386	1.8726822004518869e-06	activating
TBR1	M06149_1	3.288401982159961e-06	-0.011477602273114377	1.0	repressing
TBX1	M06152_1	0.003041097173750451	0.29299314155598344	3.960295549361345e-06	activating
TBX10	M09197_1	0.003182771673595708	0.3066286234820961	2.308429947058135e-06	activating
TBX10	M02208_1	0.0030042244295580556	0.2886789272038916	4.528399222053793e-06	activating
TBX15	M06156_1	0.0023578454985574426	0.23065110183867688	7.507158677335682e-05	activating
TBX18	M09201_1	0.0019372989482564495	0.19222254705044467	0.0004897868701992233	activating
TBX19	M09203_1	1.1757653670674273e-06	-0.010397974137654763	1.0	repressing
TBX19	M06157_1	1.1618992058481936e-06	-0.010009086207043846	1.0	repressing
TBX2	M09205_1	0.0021874267325818764	0.21741329862587963	0.00016474893104157523	activating
TBX20	M06158_1	9.63628083239243e-06	-0.015523152770962492	1.0	repressing
TBX21	M06165_1	0.0028320605297482704	0.2733699193738981	8.97340126618893e-06	activating
TBX22	M04851_1	0.0	0.0	1.0	
TBX22	M04851_1	0.0	0.0	1.0	
TBX3	M09209_1	0.0024726309560753057	0.24125844312340247	4.4017600409365254e-05	activating
TBX4	M06172_1	0.0027173779082884097	0.2664126329519722	1.4215125666926662e-05	activating
TBX4	M06171_1	0.003041097173750451	0.29299314155598344	3.960295549361345e-06	activating
TBX5	M06173_1	0.0022847938843768567	0.22423951400711234	0.00010357210074707846	activating
TBX5	M06174_1	0.002855726631101785	0.2779822639709525	8.311728648105529e-06	activating
TBX6	M09211_1	0.002694578040871143	0.26144997177204166	1.5377404589351688e-05	activating
TCF12	M09213_1	1.3418582547664037e-05	-0.017314025166233316	1.0	repressing
TCF15	M00242_1	1.0152554863473995e-06	-0.009654158940302639	1.0	repressing
TCF21	M09990_1	1.1514447006977235e-06	-0.009447200701892313	1.0	repressing
TCF21	M09989_1	5.013695140387853e-06	-0.013270166948797521	1.0	repressing
TCF23	M00242_1	1.0152554863473995e-06	-0.009654158940302639	1.0	repressing
TCF24	M00261_1	2.3634113859305472e-06	-0.010594615267811807	1.0	repressing
TCF3	M06175_1	0.0013718083498529543	0.14106463095392366	0.005379881822254259	activating
TCF4	M06176_1	0.001378170470819673	0.14176021735436745	0.005282979691556827	activating
TCF7	M09993_1	1.6019137435430153e-06	-0.008281463237743472	1.0	repressing
TCF7L1	M06178_1	2.5797931876292424e-06	-0.008113338670267395	1.0	repressing
TCF7L2	M02162_1	1.6818584688271798e-06	-0.007904954099491308	1.0	repressing
TCFL5	M09217_1	8.390718443274103e-06	-0.02695847958948577	1.0	repressing
TEAD1	M06179_1	2.3938681239510373e-06	-0.008799675983712585	1.0	repressing
TEAD2	M09221_1	2.587681814048004e-06	-0.00948998133332233	1.0	repressing
TEAD3	M06182_1	2.9753371625362846e-06	-0.010711522392442151	1.0	repressing
TEAD3	M06181_1	3.0312194443382623e-06	-0.010266878947351992	1.0	repressing
TEAD4	M06183_1	2.986697395734872e-06	-0.009522788473413998	1.0	repressing
TEF	M06185_1	2.3662446191341502e-07	-0.004442630186541279	1.0	repressing
TERF2	M01857_1	1.6185666583679037e-06	-0.009359727827733554	1.0	repressing
TET1	M00880_1	3.6600652009166623e-06	-0.03389992862302778	1.0	repressing
TFAP2A	M06186_1	0.004051566313331145	0.39754261635471627	9.544954598613969e-08	activating
TFAP2B	M09227_1	1.4920115839922587e-05	-0.02714421326961988	1.0	repressing
TFAP2C	M06195_1	1.0685278645117258e-05	-0.023303152779784123	1.0	repressing
TFAP2D	M06446_1	0.0009352311403967306	0.10966284845630708	0.04296649086850931	activating
TFAP2E	M10001_1	1.4161297846038146e-05	-0.026837208559358533	1.0	repressing
TFAP2E	M10002_1	2.1649185977246077e-05	-0.025943360708270517	1.0	repressing
TFAP4	M10006_1	3.5360938160922117e-06	-0.013291190678077788	1.0	repressing
TFCP2	M06204_1	1.9113290963268526e-06	-0.014942643388848131	1.0	repressing
TFCP2L1	M09235_1	2.816367182800761e-06	-0.016346214137130128	1.0	repressing
TFDP1	M06816_1	5.727202925909225e-06	-0.023708607524543922	1.0	repressing
TFDP2	M06816_1	5.727202925909225e-06	-0.023708607524543922	1.0	repressing
TFDP3	M06816_1	5.727202925909225e-06	-0.023708607524543922	1.0	repressing
TFE3	M09237_1	3.7492380733361585e-06	-0.0168342366447089	1.0	repressing
TFE3	M06205_1	3.4167769363824263e-06	-0.016640084339596267	1.0	repressing
TFEB	M06206_1	2.965690008682742e-06	-0.014165659194776015	1.0	repressing
TFEC	M06207_1	2.6197944706929377e-06	-0.013218141006256009	1.0	repressing
TFEC	M09241_1	0.00510674940167366	0.48693053774575296	8.275704076263438e-10	activating
TGIF1	M06208_1	0.003330552797964237	0.31860726024987224	1.353607237035109e-06	activating
TGIF1	M09243_1	0.0038149784515446594	0.36323268918503004	1.9455549390741136e-07	activating
TGIF2	M09245_1	2.570126200751588e-06	-0.012138836483381451	1.0	repressing
TGIF2LX	M09251_1	1.7341147294791526e-06	-0.012288335015412634	1.0	repressing
TGIF2LY	M09253_1	1.709548889672341e-06	-0.012145701471572614	1.0	repressing
THAP1	M04894_1	0.0	0.0	1.0	
THAP12	M02286_1	5.086076667937256e-06	-0.01701935358041094	1.0	repressing
THRA	M06211_1	4.421202571269767e-06	-0.014861170503377881	1.0	repressing
THRB	M10017_1	5.139613293625445e-06	-0.017683761697505972	1.0	repressing
TIGD1	M00847_1	0.0	0.0	1.0	
TIGD2	M00849_1	0.0	0.0	1.0	
TIGD6	M00848_1	0.0	0.0	1.0	
TLX1	M06826_1	3.978765509393689e-06	-0.01366227902490538	1.0	repressing
TLX1	M06827_1	1.9536354006532974e-05	-0.01777966719887337	1.0	repressing
TLX2	M09255_1	4.2076345496688816e-07	-0.007371659478609331	1.0	repressing
TLX2	M01240_1	1.489907160312498e-06	-0.008623369354984489	1.0	repressing
TLX3	M09259_1	6.279936364261829e-07	-0.008230834508737003	1.0	repressing
TLX3	M09257_1	6.372130780807339e-07	-0.007009667355901808	1.0	repressing
TOPORS	M04321_1	2.5475235987282296e-05	-0.018136364857531038	1.0	repressing
TP53	M06704_1	1.0054471766163253e-05	-0.015824089433566387	1.0	repressing
TP63	M06215_1	2.0473060613479532e-06	-0.010975085379225346	1.0	repressing
TP73	M06417_1	0.0023543793941955826	0.23315348997642543	7.507158677335682e-05	activating
TRERF1	M04902_1	0.0	0.0	1.0	
TRPS1	M04904_1	0.0	0.0	1.0	
TWIST1	M04909_1	0.0	0.0	1.0	
TWIST2	M00224_1	1.5949015549354684e-06	-0.008730206491685459	1.0	repressing
UBP1	M09261_1	4.6421156759679505e-06	-0.02127205734990135	1.0	repressing
UNCX	M06217_1	7.816626066414756e-07	-0.0069644874368318165	1.0	repressing
USF1	M09265_1	3.1357252993080564e-06	-0.014927535427876311	1.0	repressing
USF1	M06218_1	2.1887414988208675e-06	-0.013131086552914383	1.0	repressing
USF2	M09267_1	3.2356091888008365e-06	-0.014953721069449982	1.0	repressing
VAX1	M09269_1	3.143904614422155e-07	-0.006370755947728557	1.0	repressing
VAX1	M06219_1	5.11319657059417e-07	-0.005731743244592738	1.0	repressing
VAX2	M06220_1	5.083055365506794e-07	-0.00652520795079085	1.0	repressing
VAX2	M09271_1	2.3754493061467485e-07	-0.006226250386755135	1.0	repressing
VDR	M10303_1	0.0	0.0	1.0	
VDR	M06221_1	5.037130637264298e-06	-0.015196664277621402	1.0	repressing
VENTX	M10022_1	9.164619159118814e-07	-0.011008708590706495	1.0	repressing
VEZF1	M00565_1	0.0	0.0	1.0	
VSX1	M09275_1	5.95428210625748e-07	-0.0059432608704308686	1.0	repressing
VSX2	M06226_1	5.95428210625748e-07	-0.0059432608704308686	1.0	repressing
WT1	M00579_1	1.2167585837885575e-05	-0.019430236686298428	1.0	repressing
XBP1	M06228_1	1.2260480616310687e-06	-0.015183350915388803	1.0	repressing
XPA	M09278_1	2.6208459104615223e-05	-0.019349935309489086	1.0	repressing
YBX1	M09280_1	3.4687467079796974e-06	-0.012985143778953252	1.0	repressing
YBX2	M09280_1	3.4687467079796974e-06	-0.012985143778953252	1.0	repressing
YBX3	M09280_1	3.4687467079796974e-06	-0.012985143778953252	1.0	repressing
YY1	M10305_1	3.3556793714861755e-06	-0.013199657007802129	1.0	repressing
YY2	M06231_1	7.218990748958376e-06	-0.01603872590467688	1.0	repressing
ZBED1	M06233_1	6.457545776994422e-07	-0.01426393095772766	1.0	repressing
ZBED1	M09284_1	8.205613866163475e-07	-0.017235309812420448	1.0	repressing
ZBED6	M04952_1	0.0	0.0	1.0	
ZBTB1	M00608_1	5.000986420533593e-06	-0.022324010767543083	1.0	repressing
ZBTB11	M04956_1	0.0	0.0	1.0	
ZBTB12	M10447_1	4.387454654031231e-06	-0.012729181068193268	1.0	repressing
ZBTB14	M09286_1	6.910536935578193e-06	-0.025004795327945105	1.0	repressing
ZBTB16	M04575_1	0.0	0.0	1.0	
ZBTB16	M04574_1	0.0	0.0	1.0	
ZBTB18	M06244_1	7.740555051150011e-06	-0.013800005170267835	1.0	repressing
ZBTB2	M09292_1	9.936593927672988e-07	-0.016195834727422517	1.0	repressing
ZBTB20	M09294_1	4.4517871544691445e-07	-0.005656305208037226	1.0	repressing
ZBTB22	M09296_1	9.737732877823646e-07	-0.012014470925461465	1.0	repressing
ZBTB22	M09296_1	9.737732877823646e-07	-0.012014470925461465	1.0	repressing
ZBTB26	M09298_1	8.426624843460573e-07	-0.008879947758362719	1.0	repressing
ZBTB3	M00638_1	2.8446583740127096e-05	-0.016858585400538976	1.0	repressing
ZBTB32	M09300_1	5.871240155164159e-07	-0.006479598863028712	1.0	repressing
ZBTB33	M06968_1	2.3210005086760077e-06	-0.02812033219699105	1.0	repressing
ZBTB34	M09303_1	1.0009439005975729e-05	-0.02303750151529789	1.0	repressing
ZBTB37	M09303_1	1.0009439005975729e-05	-0.02303750151529789	1.0	repressing
ZBTB4	M06841_1	6.033205991684554e-06	-0.018702714919886388	1.0	repressing
ZBTB4	M06842_1	5.3496007780262644e-06	-0.01609903800910575	1.0	repressing
ZBTB42	M10323_1	1.039074334530099e-05	-0.01641111633300889	1.0	repressing
ZBTB43	M09305_1	4.788211747097648e-06	-0.014403126012168142	1.0	repressing
ZBTB44	M00580_1	0.0	0.0	1.0	
ZBTB45	M09307_1	1.1843210795392523e-06	-0.009733779927816325	1.0	repressing
