gene_name	cisbp_motif_id	var_explained	beta	padj	activ_or_repr
HES4	M08751_1	8.980702689731501e-06	-0.02401966031666806	1.0	repressing
HES5	M05779_1	6.002350448008897e-06	-0.01802747089409121	1.0	repressing
HES6	M08756_1	4.585589881034302e-06	-0.015146434707247887	1.0	repressing
HES7	M08757_1	7.176063149594292e-06	-0.022588296978919575	1.0	repressing
HES7	M05781_1	6.1058217357690125e-06	-0.01869341825640853	1.0	repressing
HESX1	M05782_1	8.115849091661076e-07	-0.008337794314428321	1.0	repressing
HEY1	M08763_1	6.308275181110545e-06	-0.02191884183822833	1.0	repressing
HEY2	M08767_1	6.190707320552491e-06	-0.021135825977868766	1.0	repressing
HEYL	M08767_1	6.190707320552491e-06	-0.021135825977868766	1.0	repressing
HHEX	M01568_1	1.0451772523012437e-06	-0.010669386882554725	1.0	repressing
HIC1	M08769_1	1.1814908930651846e-05	-0.01777577092697004	1.0	repressing
HIC2	M05787_1	1.53773871711671e-05	-0.017724064417366774	1.0	repressing
HIF1A	M04175_1	0.0	0.0	1.0	
HIF3A	M04373_1	0.0	0.0	1.0	
HINFP	M05789_1	1.442311625676762e-05	-0.03706916398153032	1.0	repressing
HIVEP1	M06845_1	5.819299690790203e-06	-0.012991849747363804	1.0	repressing
HIVEP2	M06846_1	7.962976316888692e-06	-0.018478260438410953	1.0	repressing
HIVEP2	M04366_1	0.0	0.0	1.0	
HIVEP3	M06846_1	7.962976316888692e-06	-0.018478260438410953	1.0	repressing
HIVEP3	M04366_1	0.0	0.0	1.0	
HKR1	HKR1	6.213659592591014e-05	-0.02457626160484829	1.0	repressing
HLF	M05791_1	4.04458209368741e-07	-0.006442168901136403	1.0	repressing
HLF	M08771_1	5.807047520622888e-07	-0.009989309136760365	1.0	repressing
HLX	M01414_1	7.70044750630916e-07	-0.00767261963546219	1.0	repressing
HMBOX1	M05792_1	9.330381520733511e-07	-0.008575358704881781	1.0	repressing
HMBOX1	M08773_1	8.52858657807154e-07	-0.008400901194871125	1.0	repressing
HMG20B	M02159_1	0.0026060650066209723	0.2442443495429771	2.3205341520998333e-05	activating
HMGA1	M06580_1	1.1954878835540583e-05	-0.012206246374160337	1.0	repressing
HMGA2	M06581_1	3.6497262057011426e-07	-0.005094911572025836	1.0	repressing
HMGA2	M04182_1	0.0	0.0	1.0	
HMX1	M08775_1	1.1750077828498462e-06	-0.011377166033445883	1.0	repressing
HMX1	M05793_1	7.184257229120306e-07	-0.006050542103802805	1.0	repressing
HMX2	M08779_1	1.0918992529029836e-06	-0.00859301627630067	1.0	repressing
HMX3	M05795_1	7.917120566913738e-07	-0.0070466602705666365	1.0	repressing
HNF1A	M05796_1	1.224834752511228e-06	-0.006401041249773278	1.0	repressing
HNF1B	M05798_1	6.647044814567238e-07	-0.005693261403795775	1.0	repressing
HNF1B	M05797_1	5.79841033632178e-07	-0.0056013260766666975	1.0	repressing
HNF4A	M05803_1	3.089000371159223e-06	-0.011906254691125388	1.0	repressing
HNF4G	M04205_1	0.0	0.0	1.0	
HOMEZ	M05805_1	5.314415192358979e-07	-0.0075474103312195735	1.0	repressing
HOXA1	M08781_1	2.3754493061467485e-07	-0.006226250386755135	1.0	repressing
HOXA1	M05808_1	7.087378445236325e-07	-0.00785883549056164	1.0	repressing
HOXA10	M09609_1	3.4661193315521643e-07	-0.0070221903976923974	1.0	repressing
HOXA11	M09613_1	3.234442975674767e-07	-0.007096124516206346	1.0	repressing
HOXA11	M09614_1	1.3194861223642107e-06	-0.006691645157860092	1.0	repressing
HOXA13	M09621_1	1.8378794786055863e-06	-0.006894309231923046	1.0	repressing
HOXA2	M05813_1	7.775438658486067e-07	-0.008451028479386688	1.0	repressing
HOXA3	M01465_1	1.296545913964664e-06	-0.008360461723736399	1.0	repressing
HOXA3	M01466_1	1.0778781813769456e-06	-0.00862725693621564	1.0	repressing
HOXA4	M08784_1	9.356549356409616e-07	-0.008069586367949516	1.0	repressing
HOXA5	M08786_1	5.612978543068081e-07	-0.006764291716057063	1.0	repressing
HOXA5	M08787_1	4.5639570156463805e-07	-0.006668263932214614	1.0	repressing
HOXA6	M08788_1	5.916700710484335e-07	-0.007030247834254801	1.0	repressing
HOXA7	M08789_1	4.0466990891552257e-07	-0.0063413954750282525	1.0	repressing
HOXA9	M05806_1	6.186575822741958e-07	-0.006668435720778993	1.0	repressing
HOXB1	M08790_1	3.1573394110306907e-07	-0.005423780396735782	1.0	repressing
HOXB13	M01268_1	1.2954975335821572e-06	-0.007090048848086626	1.0	repressing
HOXB2	M08792_1	3.143904614422155e-07	-0.006370755947728557	1.0	repressing
HOXB2	M05816_1	7.291301465928157e-07	-0.0077058447121661055	1.0	repressing
HOXB3	M05817_1	8.47788950930628e-07	-0.007502847283904326	1.0	repressing
HOXB4	M08793_1	8.116946272895831e-07	-0.007353298150849367	1.0	repressing
HOXB5	M08794_1	5.14004651841482e-07	-0.007143830326756213	1.0	repressing
HOXB6	M08796_1	6.496788267362774e-07	-0.006573791987666252	1.0	repressing
HOXB7	M08797_1	4.5144356675130837e-07	-0.005521309371917724	1.0	repressing
HOXB7	M08798_1	6.483973897797313e-07	-0.006989919561876447	1.0	repressing
HOXB8	M08799_1	4.288645391037349e-07	-0.005964027081550807	1.0	repressing
HOXB9	M09661_1	5.325531561295449e-07	-0.006370909036480092	1.0	repressing
HOXB9	M09662_1	1.1825190879832803e-06	-0.005723014598551469	1.0	repressing
HOXC10	M05821_1	6.193805958121246e-07	-0.005700101398421616	1.0	repressing
HOXC11	M05822_1	5.419729928179962e-07	-0.00637938931033955	1.0	repressing
HOXC12	M05827_1	3.845961696891109e-07	-0.005907698713937409	1.0	repressing
HOXC13	M05829_1	6.601411399742574e-07	-0.00620204593140159	1.0	repressing
HOXC4	M08802_1	8.116946272895831e-07	-0.007353298150849367	1.0	repressing
HOXC5	M01350_1	9.257853395006066e-07	-0.00718636444866133	1.0	repressing
HOXC6	M01317_1	6.248220134619231e-07	-0.00542483592608607	1.0	repressing
HOXC8	M08803_1	3.471623601924989e-07	-0.005557044094939234	1.0	repressing
HOXC9	M09689_1	5.019002142780948e-07	-0.006208744860542253	1.0	repressing
HOXC9	M09690_1	1.1377875472895482e-06	-0.006066758190730535	1.0	repressing
HOXD1	M08804_1	2.3754493061467485e-07	-0.006226250386755135	1.0	repressing
HOXD10	M09699_1	3.9912560068078307e-07	-0.006213048724969888	1.0	repressing
HOXD11	M05830_1	4.6279202914334405e-07	-0.00618043121263207	1.0	repressing
HOXD12	M05834_1	3.573894655772847e-07	-0.006844945946894279	1.0	repressing
HOXD13	M05837_1	5.523593082923384e-07	-0.006007527013374998	1.0	repressing
HOXD3	M08809_1	5.083055365506794e-07	-0.00652520795079085	1.0	repressing
HOXD4	M08810_1	6.623352892809464e-07	-0.008188057443075065	1.0	repressing
HOXD4	M08811_1	7.595785399550081e-07	-0.00797171716476451	1.0	repressing
HOXD8	M08812_1	6.577045830180595e-07	-0.007318737133692909	1.0	repressing
HOXD8	M05838_1	1.1425082263483155e-05	-0.01386218328770613	1.0	repressing
HOXD9	M09720_1	1.0174787575811806e-06	-0.005556621036687068	1.0	repressing
HSF1	M08813_1	1.9156034344325334e-06	-0.012913345705891475	1.0	repressing
HSF2	M08819_1	1.635865716442808e-06	-0.011220398325004353	1.0	repressing
HSF4	M08821_1	1.8008006189562664e-06	-0.012634787294940322	1.0	repressing
HSF4	M05842_1	1.187452636663977e-06	-0.009745803099452261	1.0	repressing
HSF5	M09724_1	7.945834286093856e-07	-0.012984040859006403	1.0	repressing
HSF5	M09723_1	7.453551312819329e-07	-0.011110859012268465	1.0	repressing
HSFY1	M09727_1	9.676310037676217e-07	-0.012258199165260959	1.0	repressing
HSFY1	M09728_1	2.101426923584171e-07	-0.006115389121298014	1.0	repressing
HSFY2	M05845_1	4.214457094420254e-07	-0.009360482921001135	1.0	repressing
IKZF1	M06606_1	0.0007059279603655044	0.08029269162932712	0.1359376439663359	activating
IKZF2	M04156_1	0.0	0.0	1.0	
IKZF2	M04157_1	0.0	0.0	1.0	
IKZF3	M10442_1	1.1148070542588151e-05	-0.016356246125786584	1.0	repressing
IKZF4	M04156_1	0.0	0.0	1.0	
IKZF4	M04157_1	0.0	0.0	1.0	
IKZF5	M04248_1	0.0	0.0	1.0	
INSM1	M06607_1	1.2999982010764022e-05	-0.018403733203805558	1.0	repressing
INSM1	M02710_1	1.0203040304967992e-05	-0.016412665486659494	1.0	repressing
IRF1	M06920_1	3.831765315598368e-06	-0.007558651187113937	1.0	repressing
IRF2	M08823_1	2.0956723122411702e-06	-0.008142336312963737	1.0	repressing
IRF3	M08827_1	4.059847078408119e-06	-0.008240292675613917	1.0	repressing
IRF4	M08829_1	1.6586405140461835e-06	-0.010029336173091725	1.0	repressing
IRF4	M05848_1	1.0255603446474026e-06	-0.007716991095402361	1.0	repressing
IRF5	M08831_1	1.9103467526759843e-06	-0.012030796444884629	1.0	repressing
IRF6	M08835_1	8.637733374117218e-07	-0.010616838345573344	1.0	repressing
IRF6	M08837_1	1.4245106201293822e-06	-0.014134390012880351	1.0	repressing
IRF7	M08839_1	1.476720268067666e-06	-0.0071352837519422525	1.0	repressing
IRF7	M08839_1	1.476720268067666e-06	-0.0071352837519422525	1.0	repressing
IRF8	M08843_1	1.6713505096577208e-06	-0.009293503986206887	1.0	repressing
IRF9	M05855_1	1.91166892304917e-06	-0.008229335057906852	1.0	repressing
IRF9	M08845_1	1.4819390677933697e-06	-0.0076362395845035215	1.0	repressing
IRX1	M08847_1	1.0589845651498564e-06	-0.007628001050201609	1.0	repressing
IRX2	M05856_1	1.168552744457152e-06	-0.008005168173501423	1.0	repressing
IRX3	M08849_1	5.338921349462566e-07	-0.004949391229750491	1.0	repressing
IRX4	M01343_1	1.063684601065873e-06	-0.013059386403392626	1.0	repressing
IRX5	M08851_1	7.606718641639532e-07	-0.008480781997886032	1.0	repressing
IRX5	M05857_1	1.0989491830981635e-06	-0.007529566588504913	1.0	repressing
IRX6	M02784_1	0.0	0.0	1.0	
IRX6	M01343_1	1.063684601065873e-06	-0.013059386403392626	1.0	repressing
ISL1	M08855_1	1.3411128607643263e-06	-0.00971686634629291	1.0	repressing
ISL1	M08853_1	1.2760925011123803e-06	-0.010062056867318876	1.0	repressing
ISL2	M05858_1	1.3440657811170098e-06	-0.00959393751992646	1.0	repressing
ISL2	M08857_1	1.4056646074900314e-06	-0.00974485039963263	1.0	repressing
ISX	M08859_1	6.551209331684404e-07	-0.006476265890405836	1.0	repressing
JDP2	M09744_1	1.0052761075796113e-06	-0.00969599625234479	1.0	repressing
JRKL	M00849_1	0.0	0.0	1.0	
JUN	M10271_1	1.03378983296043e-06	-0.009787101368346034	1.0	repressing
JUNB	M10267_1	6.038435307331724e-07	-0.00984083756824233	1.0	repressing
JUND	M10269_1	2.359904190951667e-06	-0.01210930743493956	1.0	repressing
KDM2B	M00877_1	1.1325404775108794e-06	-0.01604320468155425	1.0	repressing
KLF1	M00554_1	2.3852768908705357e-05	-0.0213877108856533	1.0	repressing
KLF10	M08863_1	0.0018496879770116825	0.19132572476497714	0.0007277062838020851	activating
KLF11	M08865_1	0.0016268107510004626	0.17141931581940437	0.0020015349204583442	activating
KLF12	M08867_1	2.7345583964333287e-05	-0.021487266604583444	1.0	repressing
KLF13	M08868_1	2.9244193450961298e-05	-0.023676345091068755	1.0	repressing
KLF13	M08868_1	2.9244193450961298e-05	-0.023676345091068755	1.0	repressing
KLF14	M08872_1	2.985674860800369e-05	-0.024280987432155735	1.0	repressing
KLF14	M05867_1	2.0208078884143e-05	-0.02349787910285352	1.0	repressing
KLF15	M08874_1	0.001575218230791875	0.16635629135270144	0.0022890567668047623	activating
KLF15	M08876_1	0.0014702258373769928	0.15607419851374463	0.0033815516739173776	activating
KLF16	M05868_1	0.0017273804752152566	0.18045315508418167	0.001245180194215089	activating
KLF16	M08878_1	0.0016079700322982893	0.169384173412819	0.0021186902762764907	activating
KLF17	M08880_1	1.851080779768921e-05	-0.01966281778298841	1.0	repressing
KLF2	M08881_1	3.4780237777809475e-05	-0.0244561527560074	1.0	repressing
KLF3	M08883_1	2.639067878107415e-05	-0.023107378976285113	1.0	repressing
KLF4	M08884_1	3.5931226300078833e-05	-0.023787858170057654	1.0	repressing
KLF5	M08886_1	3.015154852514801e-05	-0.02233180015378342	1.0	repressing
KLF6	M08888_1	2.395476212868619e-05	-0.02208395131636187	1.0	repressing
KLF7	M00600_1	2.8782695419615756e-05	-0.024036290415102517	1.0	repressing
KLF8	M00616_1	3.091520568077044e-05	-0.023379142284055777	1.0	repressing
KLF9	M00610_1	8.564143615386044e-07	-0.01701258232105642	1.0	repressing
KMT2A	M00878_1	1.105470562234867e-05	-0.0316321566503313	1.0	repressing
LBX1	M01263_1	7.303626406995889e-07	-0.006045429179741686	1.0	repressing
LBX2	M05870_1	9.621308418861219e-07	-0.008153879822443586	1.0	repressing
LCOR	M02074_1	1.862761299875615e-06	-0.007689485240024943	1.0	repressing
LCORL	M02072_1	0.0	0.0	1.0	
LEF1	M09761_1	1.74033236255422e-06	-0.008389295796996418	1.0	repressing
LHX1	M08890_1	6.851923066708565e-07	-0.00744277623532676	1.0	repressing
LHX1	M08890_1	6.851923066708565e-07	-0.00744277623532676	1.0	repressing
LHX2	M01233_1	5.837753223048026e-07	-0.007937323660830442	1.0	repressing
LHX3	M01363_1	7.50959471162993e-07	-0.005485869700463984	1.0	repressing
LHX4	M08893_1	4.3501157687142467e-07	-0.006246583962262192	1.0	repressing
LHX4	M08892_1	4.5983931507009856e-07	-0.005851230678785976	1.0	repressing
LHX5	M08894_1	5.660387984995907e-07	-0.005604870890795595	1.0	repressing
LHX6	M01234_1	9.91375787018356e-07	-0.008161023318401777	1.0	repressing
LHX8	M09777_1	4.3501157687142467e-07	-0.006246583962262192	1.0	repressing
LHX8	M09778_1	3.4988550778880523e-07	-0.005870236673949669	1.0	repressing
LHX9	M08896_1	7.816626066414756e-07	-0.0069644874368318165	1.0	repressing
LIN28A	M08897_1	5.252798628507804e-06	-0.026933737661556365	1.0	repressing
LIN28B	M08897_1	5.252798628507804e-06	-0.026933737661556365	1.0	repressing
LIN54	M02269_1	1.063071405238425e-06	-0.005595027129315633	1.0	repressing
LMX1A	M05879_1	5.25304700405016e-07	-0.005508446035323013	1.0	repressing
LMX1A	M08899_1	3.818598033333842e-07	-0.0055698946103408115	1.0	repressing
LMX1B	M05880_1	5.25304700405016e-07	-0.005508446035323013	1.0	repressing
LTF	M04319_1	0.0	0.0	1.0	
LYL1	M04835_1	0.0	0.0	1.0	
MAF	M10114_1	5.228123378109295e-06	0.014226991832153481	1.0	activating
MAFA	M10120_1	1.206592300007081e-05	0.023559061712236453	1.0	activating
MAFB	M00424_1	3.3688096067185924e-06	-0.01245946130875017	1.0	repressing
MAFF	M09793_1	3.2585944912399967e-06	-0.01556506713971175	1.0	repressing
MAFG	M09798_1	4.291567278880137e-06	0.013170120715309227	1.0	activating
MAFK	M05885_1	1.9404646722787078e-06	-0.013539069023551913	1.0	repressing
MAX	M10274_1	0.0	0.0	1.0	
MAZ	M10356_1	3.0296396282158966e-05	-0.02177813908415552	1.0	repressing
MBD2	M06638_1	2.075360088760192e-05	-0.037798840424757174	1.0	repressing
MBNL2	M08908_1	5.399893781898868e-06	-0.016257691056846622	1.0	repressing
MECOM	M06525_1	1.334960870735813e-06	-0.00614664732927877	1.0	repressing
MECP2	M01775_1	3.0315576229345e-06	-0.012621107789100534	1.0	repressing
MEF2A	M05890_1	8.094888471310568e-06	-0.010934593127752685	1.0	repressing
MEF2B	M08912_1	1.0411778321728349e-06	-0.007501467684940758	1.0	repressing
MEF2C	M08914_1	9.83366155060672e-07	-0.008184378214931263	1.0	repressing
MEF2C	M06400_1	8.323211399541286e-06	-0.011551527271471827	1.0	repressing
MEF2D	M05892_1	8.079333127408717e-06	-0.011208636469620257	1.0	repressing
MEF2D	M08916_1	9.051199132414922e-07	-0.007399350512691755	1.0	repressing
MEIS1	M05893_1	1.2162936904314137e-06	-0.009194556440364604	1.0	repressing
MEIS2	M06401_1	4.421667809784147e-06	-0.013636785304112121	1.0	repressing
MEIS3	M05897_1	0.0030567679324675634	0.2945290485027112	3.960295549361345e-06	activating
MEOX1	M05898_1	7.438701945527981e-07	-0.0069625200392771595	1.0	repressing
MEOX2	M05899_1	6.884413047414384e-07	-0.006113080988089171	1.0	repressing
MESP1	M05902_1	0.0015461953088422575	0.15666461031634157	0.0024748179502608143	activating
MESP2	M08924_1	9.585345005502788e-07	-0.00799872660341511	1.0	repressing
MGA	M05904_1	3.437612531298484e-06	-0.014868580942267956	1.0	repressing
MITF	M00255_1	0.005502961358374914	0.5245662405534944	1.7305379966993098e-10	activating
MIXL1	M08926_1	2.597155739358925e-07	-0.005087212184522466	1.0	repressing
MIXL1	M05906_1	7.087489923840451e-07	-0.006802222677589509	1.0	repressing
MLX	M08929_1	3.2557229489027506e-06	-0.0153235353154509	1.0	repressing
MLXIP	M00258_1	3.115505977091537e-06	-0.015876446415657004	1.0	repressing
MLXIPL	M05908_1	1.4935368035651209e-06	-0.013609918490546607	1.0	repressing
MNT	M05909_1	2.8280437195382646e-06	-0.015435998569921486	1.0	repressing
MNX1	M08931_1	3.779388039193421e-07	-0.006423790477029693	1.0	repressing
MNX1	M05910_1	8.51528341172525e-07	-0.005897322133381603	1.0	repressing
MSANTD3	M01749_1	0.0	0.0	1.0	
MSC	M09817_1	4.432232121875934e-06	-0.0143355926439627	1.0	repressing
MSGN1	M08932_1	2.5834018123616076e-06	-0.011415044270001814	1.0	repressing
MSX1	M05914_1	8.70951615494775e-07	-0.0077331553240255575	1.0	repressing
MSX2	M05916_1	8.258446360098759e-07	-0.007407692800468203	1.0	repressing
MTERF1	M04381_1	0.0	0.0	1.0	
MTF1	M05917_1	4.346229001028767e-06	-0.015281450151506802	1.0	repressing
MTF1	M08937_1	2.3212976305586608e-06	-0.012831918875115034	1.0	repressing
MXD1	M05548_1	2.7074364331580725e-06	-0.013529337632302263	1.0	repressing
MXD3	M05548_1	2.7074364331580725e-06	-0.013529337632302263	1.0	repressing
MXD4	M05548_1	2.7074364331580725e-06	-0.013529337632302263	1.0	repressing
MXI1	M05518_1	3.926027300482637e-06	-0.019559016968673192	1.0	repressing
MYB	M03831_1	0.0	0.0	1.0	
MYBL1	M05920_1	5.980980165576355e-07	-0.015934437294506464	1.0	repressing
MYBL2	M05924_1	9.583295176307516e-07	-0.01687492250116895	1.0	repressing
MYC	M06652_1	6.019123892309075e-06	-0.018012802414205515	1.0	repressing
MYCL	M07013_1	4.144325916555225e-06	-0.0166229100152989	1.0	repressing
MYCL	M02668_1	4.542755913994334e-06	-0.014386645028971861	1.0	repressing
MYCN	M08941_1	6.2760519141669135e-06	-0.01988934795539945	1.0	repressing
MYF5	M04392_1	0.0	0.0	1.0	
MYF6	M09828_1	3.3011986642073055e-06	-0.012751732957211492	1.0	repressing
MYNN	M10435_1	1.8078910727359343e-06	-0.006773936017924734	1.0	repressing
MYOD1	M09836_1	4.537925889280814e-06	-0.014844949436982348	1.0	repressing
MYOG	M09843_1	2.253057967749328e-06	-0.01175883410255168	1.0	repressing
MYRF	M01967_1	2.4982202651013807e-06	-0.014032405987602697	1.0	repressing
MYT1L	M00842_1	1.3711480151279432e-06	-0.007543739054293832	1.0	repressing
MZF1	M06657_1	1.354569424216745e-05	-0.015262290472660532	1.0	repressing
NAIF1	M01755_1	0.0	0.0	1.0	
NANOG	M08942_1	2.352672288097324e-06	-0.01278634529378485	1.0	repressing
NANOGP8	M08942_1	2.352672288097324e-06	-0.01278634529378485	1.0	repressing
NEUROD1	M08943_1	6.575043843826123e-07	-0.006389839867624039	1.0	repressing
NEUROD2	M08945_1	9.800928278957954e-07	-0.00819728450028494	1.0	repressing
NEUROD2	M05927_1	1.0235256485691124e-06	-0.00897810534088305	1.0	repressing
NEUROD4	M08943_1	6.575043843826123e-07	-0.006389839867624039	1.0	repressing
NEUROD6	M08945_1	9.800928278957954e-07	-0.00819728450028494	1.0	repressing
NEUROD6	M08943_1	6.575043843826123e-07	-0.006389839867624039	1.0	repressing
NEUROG1	M08947_1	5.431264475941333e-07	-0.007236749241357954	1.0	repressing
NEUROG1	M08949_1	5.587767186732151e-07	-0.00776362310752493	1.0	repressing
NEUROG2	M08951_1	5.619823755242948e-07	-0.007545319579984533	1.0	repressing
NEUROG3	M08951_1	5.619823755242948e-07	-0.007545319579984533	1.0	repressing
NEUROG3	M08953_1	7.146688223436115e-07	-0.00935459370703574	1.0	repressing
NFAT5	M08955_1	1.6214532735370213e-06	-0.008928562932069308	1.0	repressing
NFAT5	M05930_1	1.5390541976412209e-06	-0.007370861884270329	1.0	repressing
NFATC1	M06405_1	1.814301300084864e-06	-0.007317434994173698	1.0	repressing
NFATC2	M02089_1	2.097158116720621e-06	-0.007470748025432856	1.0	repressing
NFATC3	M02087_1	1.6068495741761168e-06	-0.006806701166409675	1.0	repressing
NFATC4	M02088_1	0.0	0.0	1.0	
NFE2	M08957_1	1.3396094655782065e-06	-0.010072305433116505	1.0	repressing
NFE2	M05934_1	1.8336689407982831e-06	-0.0102964952502937	1.0	repressing
NFE2L1	M06660_1	2.095183314843041e-06	-0.010794588099172362	1.0	repressing
NFE2L2	M04472_1	0.0	0.0	1.0	
NFE2L3	M04476_1	0.0	0.0	1.0	
NFE4	M04432_1	0.0	0.0	1.0	
NFIA	M05935_1	5.1506480492902185e-06	-0.013983162539204213	1.0	repressing
NFIA	M05936_1	2.7350458919883636e-06	-0.010675362098704741	1.0	repressing
NFIB	M08959_1	8.216346745637537e-06	-0.016150625256207418	1.0	repressing
NFIB	M05937_1	4.98057615450076e-06	-0.01366510890408833	1.0	repressing
NFIC	M08961_1	8.807048848091803e-06	-0.015625336683264712	1.0	repressing
NFIL3	M05938_1	7.320901890262022e-07	-0.0075737693365022195	1.0	repressing
NFIX	M05942_1	5.112941345419841e-06	-0.014435414760360497	1.0	repressing
NFKB1	M10276_1	1.3725238728223843e-05	-0.01829362225373481	1.0	repressing
NFKB1	M05943_1	1.4128745322583569e-05	-0.019526253897922344	1.0	repressing
NFKB2	M08965_1	1.4727830611738213e-05	-0.018759266393733667	1.0	repressing
NFKB2	M05944_1	1.2144551321147112e-05	-0.01873029571639316	1.0	repressing
NFYA	M06672_1	1.9190500880617023e-06	-0.011795339858447919	1.0	repressing
NFYB	M06673_1	2.2716141765410924e-06	-0.011996653285861449	1.0	repressing
NFYB	M03040_1	1.987466718755826e-06	-0.01151260506389227	1.0	repressing
NFYC	M06674_1	3.932558291785959e-06	-0.013468142983283927	1.0	repressing
NFYC	M04441_1	0.0	0.0	1.0	
NHLH1	M08969_1	1.1164905862726116e-05	-0.02084556842692558	1.0	repressing
NHLH2	M08971_1	9.39568723834494e-06	-0.01975313719240562	1.0	repressing
NKX1-1	M01370_1	9.663342812604725e-07	-0.009089756159106807	1.0	repressing
NKX1-2	M01433_1	9.409742297572521e-07	-0.008820706963703162	1.0	repressing
NKX2-1	M01445_1	3.7551204353780676e-06	-0.01268087451362607	1.0	repressing
NKX2-1	M01310_1	3.0891555369283452e-06	-0.012304532973349824	1.0	repressing
NKX2-2	M01366_1	3.2788849827491973e-06	-0.012963711185010848	1.0	repressing
NKX2-3	M08974_1	4.978230769059344e-06	-0.014665905434509104	1.0	repressing
NKX2-3	M08973_1	4.999751043288647e-06	-0.014543048137559364	1.0	repressing
NKX2-4	M01310_1	3.0891555369283452e-06	-0.012304532973349824	1.0	repressing
NKX2-4	M01445_1	3.7551204353780676e-06	-0.01268087451362607	1.0	repressing
NKX2-5	M08975_1	3.983060938739236e-06	-0.013331192037410037	1.0	repressing
NKX2-6	M01425_1	2.5786460464694017e-06	-0.011094520611885306	1.0	repressing
NKX2-8	M08976_1	4.124002543681726e-06	-0.01268476432137661	1.0	repressing
NKX3-1	M08977_1	3.626442479309766e-06	-0.01300962779618604	1.0	repressing
NKX3-2	M08978_1	2.7106015783040505e-06	-0.011737785997083618	1.0	repressing
NKX6-1	M01395_1	7.361503688851911e-07	-0.005853957827983159	1.0	repressing
NKX6-2	M08981_1	7.746057040236565e-07	-0.0059118369008375775	1.0	repressing
NKX6-2	M08979_1	4.5144356675130837e-07	-0.005521309371917724	1.0	repressing
NKX6-3	M08983_1	1.0417652339667072e-06	-0.006849430969131497	1.0	repressing
NOBOX	M01232_1	9.884379579272462e-07	-0.008593068500720337	1.0	repressing
NOTO	M08985_1	7.218555166943474e-07	-0.008380629319478826	1.0	repressing
NOTO	M05947_1	6.911214615046291e-07	-0.007244446678528982	1.0	repressing
NPAS1	M04175_1	0.0	0.0	1.0	
NPAS2	M08987_1	2.5249602476629107e-06	-0.015170625207611182	1.0	repressing
NPAS3	M04175_1	0.0	0.0	1.0	
NR0B1	M06682_1	1.2524353754428397e-05	-0.01970640014462441	1.0	repressing
NR0B1	M03871_1	0.0	0.0	1.0	
NR1D1	M08989_1	0.0027861694013325833	0.27054142774117856	1.0854517044081853e-05	activating
NR1D2	M08991_1	0.003752237503227951	0.356431265689955	2.1300198900934137e-07	activating
NR1H2	M06684_1	2.3174465391129218e-06	-0.010423882694635317	1.0	repressing
NR1H3	M06684_1	2.3174465391129218e-06	-0.010423882694635317	1.0	repressing
NR1H4	M10277_1	0.0	0.0	1.0	
NR1I2	M08993_1	6.728724004534392e-06	-0.01686307201654651	1.0	repressing
NR1I2	M07567_1	7.606855274233659e-06	-0.01774896848589872	1.0	repressing
NR1I3	M08995_1	1.4835885525643633e-06	-0.007938637346088092	1.0	repressing
NR1I3	M07568_1	4.316491451938909e-06	-0.014926710011399922	1.0	repressing
NR2C1	M09872_1	0.0032875281912920773	0.3182250788210189	1.5596173549234806e-06	activating
NR2C1	M09871_1	5.964922100143433e-06	-0.01791309643831425	1.0	repressing
NR2C2	M08997_1	3.727969769218298e-06	-0.013935837692318495	1.0	repressing
NR2C2	M05948_1	4.3244075166315454e-06	-0.011807113692281601	1.0	repressing
NR2E1	M08999_1	1.6983957925598148e-06	-0.00727095003815765	1.0	repressing
NR2E3	M01990_1	7.114513395189981e-06	-0.012906719689927288	1.0	repressing
NR2F1	M05951_1	4.514978837688588e-06	-0.013016862474108992	1.0	repressing
NR2F2	M02008_1	4.084033507600893e-06	-0.013765767942172305	1.0	repressing
NR2F6	M05957_1	3.7953461928807997e-06	-0.0117877463424114	1.0	repressing
NR3C1	M05958_1	9.326250149932491e-07	-0.009521218211753064	1.0	repressing
NR3C1	M09001_1	9.983694381210384e-07	-0.008943519577387937	1.0	repressing
NR3C2	M05959_1	9.856486270498621e-07	-0.009601596875260156	1.0	repressing
NR4A1	M09892_1	2.388702253774966e-06	-0.009372278647555661	1.0	repressing
NR4A1	M09891_1	1.5393243014694136e-06	-0.008311012979531626	1.0	repressing
NR4A2	M05962_1	1.1121583627371479e-06	-0.006655467002842509	1.0	repressing
NR4A3	M06696_1	6.281226013760133e-06	-0.0129885859448646	1.0	repressing
NR5A1	M09007_1	6.990794832129055e-06	-0.015346823988994927	1.0	repressing
NR5A2	M10142_1	6.838772266148929e-06	-0.015042800283269955	1.0	repressing
NR6A1	M09009_1	4.112535736844336e-06	-0.012439050305734315	1.0	repressing
NRF1	M05963_1	5.583033499179102e-06	-0.023661502771410763	1.0	repressing
NRL	M09011_1	2.1872838672498673e-06	-0.011583663653540813	1.0	repressing
OLIG1	M05965_1	5.101535869300733e-07	-0.007269102487051239	1.0	repressing
OLIG2	M09896_1	6.457087329270195e-07	-0.006643695513948141	1.0	repressing
OLIG3	M09899_1	7.600022693399211e-07	-0.007203422419204413	1.0	repressing
ONECUT1	M07569_1	4.3243840897044805e-07	-0.006567614446167666	1.0	repressing
ONECUT2	M09903_1	6.241618621949385e-07	-0.010635058703597622	1.0	repressing
